...1,id,reference,description,intern_A,intern_B,verdict
3135,3135,2021-233,"RED SEA: On 18 September, a merchant ship underway in the southern Red Sea, near position 14-08N 043-06E, approximately 13 NM west of Mocha, Yemen, reported an approach by two suspicious boats. The vessel’s onboard armed security team displayed their weapons, resulting in the boats moving away. The vessel and crew are safe. Ladders were reportedly sighted in both small boats.",exclude,keep,
3139,3139,2020-208,"On 14 May, individuals in two skiffs approached an underway Italy-flagged ro-ro vessel approximately 106 NM south of Cotonou near position 04:34N - 002:29E. The master increased speed and altered course, which resulted in the two vessels moving away. One skiff came to within 2.5 NM of the vessel",exclude,keep,
3141,3141,2020-262,"During the week of 21 August, the same private armed security member who held the bulk carrier JAEGER hostage for 3 days in July 2020 has done it again, on a different ship; reportedly for the same reason �?? non-payment of wages owed. The latest incident occurred aboard Mongolia-flagged survey ship GOLDEN PALM eing used by a Spanish chartering firm. GOLDEN PALM is used as a floating armory for armed security teams. Reportedly, the incident was short-lived and has been resolved.",keep,exclude,
3143,3143,2021-156,"COLOMBIA: On 9 January, ten individuals in a small craft boarded a container ship drifting approximately 45 NM west of Cartagena Sea Buoy, near position 10-15N  076-22W. The crew activated the alarm and a notified the authorities. Port Control instructed the ship to proceed to the pilot station. When the crew conducted a search, they discovered ship’s properties stolen. The search party also noticed that some intruders were still onboard and all crew immediately retreated into the accommodation area. Upon arriving at the pilot station, a coast guard boat arrived and escorted the ship to the inner anchorage, where the police and coast guard boarded and searched the ship. Five intruders were found and detained.",keep,exclude,
3162,3162,2024-33,"RED SEA: On 15 December at 0618 UTC, a UAV launched from Huthi-controlled territory struck the port side of the Liberia-flagged container ship AL JASRAH approximately 60 NM southwest of Hodeida, Yemen (exact location not specified). The impact resulted in a fire onboard and the loss of one container. Following the incident, the fire was extinguished and the crew and vessel were reported safe.",keep,exclude,
3175,3175,2020-62,"Two speedboats flying the flag of Libya fired shots at a German NGO rescue ship ALAN KURDI in international waters just outside of Libya's territorial waters.  The rescue ship received a report of migrants in distress.  The NGO ship arrived on scene and found a large overloaded raft.  ALAN KURDI's responders distributed lifejackets to the passengers and had begun to transfer them onboard when two white speedboats arrived.  A crewman in one of the speedboats then fired a bow-mounted machine gun at the rescue ship.  One Libyan boat took several of the migrants onboard, but these rescuees soon jumped off again, likely an indication of their reluctance to return to Libya.  Despite the interference, ALAN KURDI's crew was able to rescue more than 90 people, and headed toward Lampedus, Italy.",exclude,keep,
3177,3177,2020-71,"On 21 December, two merchant vessels reported a suspicious approach by a small boat carrying seven persons near position 00:19N - 009:23E, Owendo Anchorage. (MDAT-GoG)",exclude,keep,
3178,3178,2021-141,"GHANA: On 4 June, a wooden boat with ten people onboard approached an underway tanker in position 05:28N – 000:46E at 10:40 local time, approximately 46 NM east-southeast of Tema. The boat was signaling distress and requesting the ship to reduce speed. Because there was no sign of damage or distress to the boat, the master increased speed and raised the alarm for the crew to retreat to the citadel. When the boat came to within seventy meters, the master evaded all boarding attempts by putting the suspicious boat at her stern. The boat aborted its pursuit after following the tanker for twenty minutes. There was no piracy-related equipment sighted onboard the suspicious boat.",keep,exclude,
3185,3185,2022-249,"ERITREA: On 10 December at 0828 local time, two skiffs approached and fired upon a motor yacht in the northern section of the Bab el Mandeb Strait, near position 13-10N 042-56E. The skiffs approached to within 1 NM and fired upon the vessel. The yacht’s armed security team returned fire, after which the skiffs departed. The vessel and crew were reported safe following the incident.",exclude,keep,
3195,3195,2022-34,"PAPUA NEW GUINEA: On 20 January, an underway passenger boat with eight people onboard was hijacked and robbed between Pik Island and Raicoast in Madang waterways. According to press reports, the armed robbers stole the boat engine and left the boat and the passengers stranded at sea. The local police stated that the wounded boat skipper survived by swimming to the shore, while one passenger was found dead and six are still missing.",exclude,keep,
3200,3200,2020-275,"Somalia pirates freed the last three of the 3,639 hostages held in captivity over the past five years. The three had been working on an Iranian fishing vessel SIRAJ, when it was hijacked off the coast of Hobyo, Somalia in March 2015. They are now undergoing medical check-ups, including tests for COVID19, and will be on their way home after the clinical procedures",exclude,keep,
3201,3201,2020-13,"On 20 January, a product tanker was boarded by two robbers while anchored in Kabil  Anchorage, Pulau Batam. While they were stealing ship's properties, the crew noticed the robbers and managed to apprehend one of the robbers.  The other robber escaped in a waiting boat along with two other accomplices. The crew handed over the robber to the Indonesian marine police  who boarded the vessel for investigations. (",exclude,keep,
3212,3212,2021-123,"NIGERIA: On 13 January, the Singapore-flagged container ship MAERSK CARDIFF was reportedly approached approximately 150 NM south-southwest of Bonny. MDAT-GoG has confirmed that the vessel and crew are safe. A security vessel that was dispatched by Nigerian authorities to assist the vessel had arrived at the scene and confirmed that no suspicious craft were in the area.",exclude,keep,
3231,3231,2021-240,"SAO TOME and PRINCIPE: On 11 September at 0820 local time, a merchant tanker reported a suspicious approach approximately 28 NM east of Sao Tome, near position 00-08N 007-11E. The tanker initially spotted seven skiffs. Then three skiffs approached the vessel to a distance of 0.3 NM and altered their courses to be parallel with the vessel. After half an hour, the skiffs left the area and the vessel continued her voyage. The vessel and crew are safe.",keep,exclude,
3236,3236,2020-10,"On 16 February, Nigerian soldiers torched more than 20 homes in a community in the oil-rich Niger Delta after ""suspected pirates"" killed six people, security sources and residents said. Gunmen reportedly attacked a gunboat escorting a vessel in the volatile  waters off the Nigerian coast, a Nigerian security source said. ""During the ensuing gun battle, four of the soldiers and two civilians onboard the vessel were killed,"" the source added. Security forces focused on the nearby community of Lutugbene to launch a manhunt for the assailants in the  wake of the attack.",exclude,keep,
3251,3251,2020-57,"Robbers attacked three passengers boats taking a group of people to a wedding in Degama Local Government Area of Rivers State.  The robbers stole personal valuables and their boats, forcing the people to swim to shore.  When a rescue boat was sent to retrieve the passengers, the robbers attacked it, killing two people.  When a second rescue boat subsequently arrived on the scene, the robbers fired upon it and sank it.",exclude,keep,
3252,3252,2021-39,"On 3 March, the Bangladesh-flagged bulk carrier AKIJ PEARL reported a suspicious approach  by a skiff carrying three persons 11 NM southeast of Sibutu Island, Tawi Tawi, near position 04:29N �?? 1 19:36E.",exclude,keep,
3255,3255,2022-83,"02.12.2021 1230 UTC  POSN 01-03.0N 103-37.8E, SINGAPORE STRAITS. A BULK CARRIER UNDERWAY NOTICED A BOAT FLASHING A LIGHT TOWARDS THE BRIDGE. AS THE SHIP ALTERED COURSE THE BOAT FOLLOWED AND CONTINUED TO FLASH THE LIGHT. ALERT CREW NOTICED ANOTHER BOAT APPROACHING FROM THE QUARTER AND ATTEMPTING TO BOARD USING HOOKS ATTACHED WITH ROPES. MASTER RAISED THE ALARM AND CREW MUSTERED ON THE POOP DECK, RESULTING IN THE PERSONS ABORTING THE ATTEMPTED BOARDING. INCIDENT REPORTED TO SINGAPORE VTIS.",keep,exclude,
3272,3272,2020-11,"On 29 January, a duty crewman onboard the Panama-flagged offshore supply vessel POSH  KITTAWAKE berthed near 04:41 N - 007:09E, Onne Port, noticed an unauthorized person on deck. Alarm was raised and hearing the alerted crew,  the person escaped with stolen ship's properties. Incident reported to Port Authority and a search was carried out. (IMB)",exclude,keep,
3274,3274,2020-147,"On 15 March, two skiffs with four and six individuals onboard approached a supply vessel at anchorage 4 NM from Soyo at 06:04S - 009:25E. The alarm was raised and SSAS was activated. The skiffs subsequently changed their course and headed toward the Congo River. The port authorities were notified and a patrol boat was dispatched to the area.",keep,exclude,
